,avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
8867,173,management,,0.485146505741,4,,low,1.0,Employed,3.0
8868,243,IT,,0.936169697299,4,,high,0.897519730805,Employed,3.0
8869,153,finance,,0.454671194472,2,,low,0.39545401715,Left,3.0
8870,164,IT,,0.641948419126,4,,medium,0.505611425525,Employed,2.0
8871,145,IT,,0.527444128461,2,,low,0.414999101972,Left,3.0
8872,149,support,1.0,0.840569834807,3,,medium,0.637464991847,Employed,5.0
8873,198,engineering,,0.821583792132,2,,medium,0.492659754631,Left,2.0
8874,111,product,1.0,0.752946100466,4,,medium,0.794045158608,Employed,4.0
8875,259,IT,,1.0,5,,low,0.879517877212,Left,5.0
8876,214,IT,,0.784508586372,3,,low,0.651067282529,Employed,2.0
8877,251,support,1.0,0.780973100838,4,,low,0.796432696475,Employed,2.0
8878,179,support,,0.527359457871,3,,low,0.732871551045,Employed,2.0
8879,263,support,,0.859616047986,4,,low,0.809438892152,Left,5.0
8880,154,sales,1.0,,2,,low,0.429682476553,Left,3.0
8881,218,sales,,0.493945792841,4,,medium,0.601528984553,Employed,4.0
8882,178,IT,,0.548816441218,5,,low,0.963059958776,Employed,3.0
8883,258,sales,,0.955284690124,4,,low,0.723342254565,Left,5.0
8884,150,support,,0.557337564919,2,,low,0.477783660943,Left,3.0
8885,231,engineering,,0.720518999535,3,1.0,medium,0.706088156855,Employed,3.0
8886,175,IT,,0.661830686717,3,,medium,0.732774691779,Employed,2.0
8887,252,IT,,0.927613723821,5,,low,0.849218617606,Left,5.0
8888,239,product,,0.949765612378,5,,low,0.81832306098,Left,5.0
8889,267,engineering,,0.600934369836,3,,low,0.662142249025,Employed,3.0
8890,158,,,,3,,low,0.618390522595,Employed,3.0
8891,152,support,,0.894724116705,5,,medium,0.820070504789,Employed,3.0
8892,264,,1.0,0.895155210701,4,,low,0.693285496862,Employed,2.0
8893,247,sales,,0.50414631482,5,,low,0.79113300346,Employed,3.0
8894,242,sales,,0.905468593177,4,,low,0.728432158847,Left,6.0
8895,276,support,,0.490669848095,4,,low,0.833281860882,Employed,4.0
8896,145,sales,,0.544986302814,2,,medium,0.425246373372,Left,3.0
8897,184,IT,,0.776741743977,4,,low,0.584937023677,Employed,8.0
8898,149,,,1.0,3,,medium,0.471985796939,Employed,2.0
8899,179,product,,0.615930356302,4,,medium,0.818155096537,Employed,3.0
8900,236,engineering,,0.508764785584,4,,medium,0.494901905611,Employed,3.0
8901,219,sales,,0.828665137601,2,,low,1.0,Employed,4.0
8902,96,IT,1.0,0.640615150027,5,,low,0.292546537418,Employed,2.0
8903,286,engineering,,0.997807873802,6,,medium,0.106360895317,Left,4.0
8904,172,,,0.597999328628,3,,low,0.867311798753,Employed,3.0
8905,215,sales,,1.0,3,,low,0.719378654899,Employed,2.0
8906,221,sales,,0.973195297781,3,,low,0.598192870057,Employed,3.0
8907,218,product,,0.536229673124,3,,low,0.754514050159,Employed,3.0
8908,244,,,0.968794208297,5,,low,0.908503790445,Left,6.0
8909,209,sales,,0.614227859471,3,,low,0.896675105009,Employed,2.0
8910,222,engineering,,0.998203045954,3,,low,0.792654553178,Employed,4.0
8911,262,finance,,0.994529284396,3,,low,0.644245589399,Employed,2.0
8912,206,sales,,0.509343740126,5,,medium,0.227145829612,Employed,5.0
8913,153,product,,0.601267644946,2,,medium,0.622056457101,Employed,2.0
8914,269,support,,0.688158157184,5,,medium,0.545196936187,Employed,3.0
8915,224,sales,,0.914908260129,4,,medium,0.534063323611,Employed,3.0
8916,101,support,1.0,0.387144745939,5,,low,0.803680143667,Employed,4.0
8917,135,sales,,0.75691639646,3,,medium,0.804215756786,Employed,7.0
8918,127,sales,,0.541944834065,2,,medium,0.457573243588,Left,3.0
8919,302,finance,,0.90273925207,6,,low,0.0636680996376,Left,4.0
8920,152,marketing,,,2,,medium,0.35956411742,Left,3.0
8921,203,IT,1.0,0.728033288869,4,,low,0.703910797681,Employed,3.0
8922,241,marketing,,0.802955838119,5,,high,0.953153499062,Employed,4.0
8923,221,engineering,,0.994083417892,2,,medium,0.943110068042,Employed,2.0
8924,138,finance,,0.564462983482,2,,medium,0.33079544903,Left,3.0
8925,160,management,,0.66095757906,5,,high,0.599743042259,Employed,3.0
8926,146,sales,,0.504722297516,2,,low,0.356752568899,Left,3.0
8927,135,information_technology,,0.476131802079,2,,medium,0.489186130762,Left,3.0
8928,150,engineering,,0.882787186976,3,,low,0.989068721137,Employed,3.0
8929,189,engineering,,0.809931608844,5,,low,0.122998846682,Employed,5.0
8930,268,engineering,,0.953890988965,5,,medium,0.837656498728,Left,5.0
8931,97,sales,,0.502731798363,6,,low,0.917582683371,Employed,4.0
8932,185,marketing,,0.588036748683,3,,medium,0.545331582916,Employed,3.0
8933,253,support,,1.0,5,,low,0.764999880495,Left,6.0
8934,140,sales,,0.562177278401,2,,low,0.391659002129,Left,3.0
8935,260,support,1.0,0.800481982385,3,,medium,0.74049253041,Employed,4.0
8936,275,management,,0.782664923702,6,,low,0.103577366503,Left,4.0
8937,250,support,,0.785817245561,6,,low,0.335011068282,Employed,3.0
8938,262,product,,0.867032778167,3,,medium,0.546316049483,Employed,2.0
8939,159,engineering,,,3,,medium,0.631300791136,Employed,2.0
8940,183,engineering,,0.974088416303,4,,low,0.698832617297,Employed,3.0
8941,146,engineering,,0.507205953212,3,,low,0.658013336775,Employed,3.0
8942,142,management,,0.779850051334,4,,high,0.096088577775,Employed,10.0
8943,192,support,,0.750986684619,4,,low,0.617987676632,Employed,2.0
8944,224,finance,,0.819665046147,4,,medium,0.854407999131,Employed,2.0
8945,176,IT,,0.664453203348,3,,medium,0.886090737795,Employed,2.0
8946,253,engineering,1.0,1.0,4,,medium,0.969540907036,Left,5.0
8947,306,engineering,,0.913327026536,6,,low,0.0788523686684,Left,4.0
8948,237,marketing,,0.817574304878,5,,medium,0.785625945548,Left,5.0
8949,181,sales,1.0,0.703796122931,3,,medium,0.870014313938,Employed,3.0
8950,257,sales,,0.850006355794,3,,low,0.99434975691,Employed,4.0
8951,87,temp,1.0,,2,,medium,,Employed,
8952,286,marketing,,0.876021939742,3,,high,0.144599979379,Employed,6.0
8953,202,product,,0.830094059169,5,,low,0.536472722756,Employed,4.0
8954,165,sales,,0.77442748673,3,,low,0.812600957775,Employed,2.0
8955,217,management,,0.572931993297,3,,high,0.789310228113,Employed,3.0
8956,232,engineering,,0.973183430806,5,,medium,0.921918253687,Left,5.0
8957,216,information_technology,,0.691996009548,4,,medium,0.96937646826,Employed,3.0
8958,195,management,,0.782636353835,5,,medium,0.577641172206,Employed,4.0
8959,257,finance,,0.983673601309,4,,medium,0.906890838435,Left,5.0
8960,190,sales,,,3,,low,0.811872150161,Employed,3.0
8961,271,sales,,0.941262747107,4,1.0,medium,0.850831135059,Employed,4.0
8962,227,support,,0.465718434719,5,,low,0.415996280254,Employed,2.0
8963,305,sales,,0.780429154903,6,,low,0.0778364123366,Left,4.0
8964,102,product,,0.870830956068,2,,medium,0.690768338224,Employed,4.0
8965,194,sales,,0.913290339469,5,,low,0.488491543243,Employed,3.0
8966,227,engineering,,0.512404155619,3,,medium,0.769577222699,Employed,2.0
8967,211,marketing,,0.930517163974,4,1.0,low,1.0,Employed,2.0
8968,227,management,,,3,,high,0.723286490542,Employed,3.0
8969,268,IT,1.0,0.949925361423,5,,medium,0.835104364076,Employed,3.0
8970,176,sales,,0.693887323035,4,,low,0.788174795516,Employed,3.0
8971,154,management,1.0,,4,,medium,0.527871323943,Employed,3.0
8972,150,product,,0.607723361303,2,,low,0.405205969652,Left,3.0
8973,237,finance,,0.807173303249,5,,low,0.708689806078,Employed,4.0
8974,209,engineering,,0.565950694795,3,,low,0.601486900082,Employed,3.0
8975,185,sales,,0.449813621699,5,,low,0.783784831019,Employed,3.0
8976,127,temp,1.0,,2,,medium,,Employed,
8977,146,support,,0.512557292147,2,,low,0.348357805605,Left,3.0
8978,205,information_technology,,0.565197063601,3,,medium,0.619652577568,Employed,3.0
8979,245,IT,,0.751884614284,3,,low,0.669199165709,Employed,4.0
8980,139,support,,0.849209648774,3,,low,0.800778537644,Employed,3.0
8981,257,marketing,,0.95719490282,3,,low,0.628362972979,Employed,3.0
8982,271,product,,0.755702943166,2,,low,0.683352701761,Employed,2.0
8983,231,sales,,0.552933578239,3,,low,0.498265830073,Employed,2.0
8984,212,sales,,0.555045511527,5,,high,1.0,Employed,6.0
8985,252,finance,,0.909700709103,4,,low,0.585495946199,Employed,4.0
8986,194,engineering,,0.957708040516,5,,low,0.722712714783,Employed,4.0
8987,152,engineering,,0.691218118756,4,,medium,0.811063571668,Employed,3.0
8988,163,support,,0.576979926491,4,,medium,0.641492979325,Employed,3.0
8989,257,engineering,,0.753714512601,5,,medium,1.0,Employed,4.0
8990,184,IT,,,2,,low,0.448269637045,Employed,2.0
8991,258,support,,0.649123452236,5,,medium,0.543877574128,Employed,2.0
8992,265,admin,,0.619493788306,3,,low,0.935948708024,Employed,8.0
8993,189,information_technology,,0.958739596862,5,,low,0.923034878412,Employed,2.0
8994,168,support,,0.647705950938,2,,low,0.6531690702,Employed,3.0
8995,150,engineering,,0.799692764098,2,,low,0.909729450789,Employed,3.0
8996,137,engineering,,0.758533415931,5,,low,0.691167415111,Employed,3.0
8997,282,sales,,0.795756305458,6,,low,0.124282197171,Left,4.0
8998,268,marketing,,0.844059249531,6,,low,0.110961367991,Left,4.0
8999,281,engineering,,0.733073139156,6,,low,0.127483718744,Left,4.0
9000,147,information_technology,1.0,,3,,medium,0.879207387635,Employed,3.0
9001,276,engineering,,0.860938428423,6,,low,0.131560602477,Left,4.0
9002,156,sales,1.0,0.812567763466,5,,low,0.595970466119,Employed,5.0
9003,180,management,,0.846119751356,3,1.0,high,0.494690617777,Employed,7.0
9004,128,sales,,,2,,low,0.582676511028,Employed,2.0
9005,254,marketing,,0.900246283496,5,,medium,0.85485581706,Employed,2.0
9006,180,admin,,0.525542733753,4,,low,0.810013257751,Employed,2.0
9007,243,,,0.821765391941,6,,low,0.164525798584,Left,4.0
9008,143,support,,0.846000568878,4,,low,0.812502894611,Employed,2.0
9009,221,finance,1.0,0.762870546407,3,,medium,0.68602104122,Employed,4.0
9010,155,support,,0.554023096765,2,,low,0.432134442363,Left,3.0
9011,261,product,,0.864633376596,6,,low,0.827993533374,Employed,5.0
9012,140,support,,0.614716768637,2,,low,0.385949992375,Left,3.0
9013,168,support,,0.703045928578,5,,low,0.235674992529,Left,4.0
9014,270,information_technology,,0.57971684075,3,,low,0.539209077746,Employed,3.0
9015,193,IT,1.0,0.597800059059,3,,medium,0.734613144742,Employed,2.0
9016,141,information_technology,,0.499000371815,5,,low,0.925953877121,Employed,2.0
9017,245,information_technology,,1.0,4,,medium,0.878877915662,Left,6.0
9018,231,sales,1.0,,3,,medium,0.741771876577,Employed,3.0
9019,178,information_technology,1.0,0.448767531655,3,,low,0.631399253241,Employed,3.0
9020,196,product,,,3,,low,0.988421057679,Employed,3.0
9021,262,engineering,,0.797196124403,4,,low,0.862487102891,Employed,4.0
9022,239,engineering,,0.864984962841,4,,medium,0.985022147957,Employed,3.0
9023,237,IT,1.0,0.820317182111,3,,medium,0.622306923958,Employed,3.0
9024,268,sales,1.0,0.808787139574,5,,medium,0.533709239234,Employed,3.0
9025,181,IT,,,3,,medium,1.0,Employed,2.0
9026,185,sales,1.0,0.472972314066,4,,high,0.927594627511,Employed,3.0
9027,160,sales,1.0,0.82219333869,3,,low,0.39328967605,Employed,4.0
9028,249,IT,,0.956403696623,3,,medium,0.763144970725,Employed,2.0
9029,196,sales,1.0,0.500104196196,4,,low,0.707643900456,Employed,2.0
9030,168,management,,0.754424212585,4,,medium,0.654101348414,Employed,4.0
9031,189,support,,0.70140669384,4,,high,0.992526306857,Employed,4.0
9032,160,IT,,0.54588173637,6,,low,0.213793496784,Employed,2.0
9033,145,IT,,0.934413434098,5,,low,0.977335934135,Employed,4.0
9034,204,sales,1.0,0.745762818521,3,,low,0.378265593382,Employed,4.0
9035,236,sales,,0.640205808437,5,,high,0.868860840367,Employed,4.0
9036,259,sales,,0.958381341711,4,,low,0.798248395004,Left,5.0
9037,145,sales,,0.443058268322,2,,medium,0.510223352718,Left,3.0
9038,263,finance,,,4,,low,0.56998406209,Employed,3.0
9039,136,engineering,,0.596220219062,2,,low,0.331046324401,Employed,6.0
9040,199,support,1.0,0.81221667501,3,,medium,0.75832674484,Employed,4.0
9041,262,sales,,0.858946577411,4,,high,0.189330954907,Employed,4.0
9042,130,support,,0.407876399363,2,,low,0.616106175863,Employed,3.0
9043,162,marketing,,0.839572314161,3,,medium,0.195887839751,Employed,4.0
9044,202,engineering,,0.585361149754,3,,low,0.832170818526,Employed,2.0
9045,145,engineering,,0.757915263579,3,,high,0.724069257428,Employed,3.0
9046,262,sales,,0.858599103701,5,,medium,0.860679413406,Left,6.0
9047,146,IT,,0.96308216744,4,,medium,0.922980352317,Employed,3.0
9048,182,finance,,0.73317203707,2,,medium,0.963249128244,Employed,4.0
9049,238,IT,1.0,0.704661327544,4,,low,0.983778898105,Employed,3.0
9050,236,marketing,,0.938499877172,5,,medium,0.734314935855,Left,5.0
9051,201,sales,,0.755921379608,3,,low,0.820121641295,Employed,3.0
9052,101,temp,,,1,,low,,Employed,
9053,192,management,,0.651704095951,3,,high,0.521143466919,Employed,7.0
9054,121,temp,,,2,,medium,,Employed,
9055,140,support,,0.613044894367,3,,medium,0.989030791295,Employed,2.0
9056,166,support,,0.501176551046,3,,medium,0.634911237895,Employed,2.0
9057,171,sales,,0.640352898721,4,,low,0.604265559468,Employed,3.0
9058,145,engineering,,0.472936861572,5,,low,0.947976395388,Employed,3.0
9059,224,product,,0.86989695184,4,,low,0.516080768244,Employed,3.0
9060,258,support,,0.956821415487,5,,high,0.857946395067,Left,5.0
9061,165,sales,,0.576221678684,4,,high,0.492006087522,Employed,2.0
9062,214,engineering,,0.968069442603,3,,medium,0.602766843097,Employed,2.0
9063,108,engineering,,0.614356773067,4,,medium,0.763955959603,Employed,6.0
9064,214,sales,,0.572955134817,6,,high,0.495415370772,Employed,3.0
9065,201,sales,,0.712057923942,4,,medium,0.449864520052,Employed,4.0
9066,135,sales,,0.496557066177,2,,low,0.436855373059,Left,3.0
9067,230,sales,,0.632505640142,4,,low,0.930760110555,Employed,2.0
9068,194,sales,,0.869706744324,3,,medium,1.0,Employed,3.0
9069,228,sales,,0.641034628975,5,,medium,0.935676089354,Employed,3.0
9070,278,engineering,1.0,0.508099812976,5,,medium,0.755829403049,Employed,2.0
9071,265,engineering,,0.843511538363,5,,medium,0.91566656648,Left,5.0
9072,243,IT,1.0,0.734036879566,3,,low,0.888996338524,Employed,2.0
9073,242,engineering,,,3,,low,0.5284152184,Employed,2.0
9074,136,product,,0.520179670284,2,,low,0.368858780893,Left,3.0
9075,224,sales,,0.61775751022,4,,low,0.899191304997,Employed,2.0
9076,250,sales,,0.832220844161,3,,medium,0.486266522857,Employed,2.0
9077,240,IT,,0.639285495022,3,,low,0.570537892716,Employed,3.0
9078,147,sales,1.0,0.624223401655,5,,medium,0.680695151891,Employed,3.0
9079,243,admin,,0.594245366662,6,,high,0.836823279629,Employed,4.0
9080,142,sales,,0.922594992868,3,,medium,1.0,Employed,4.0
9081,180,product,,0.689028420972,2,,low,0.578762267632,Employed,3.0
9082,177,support,,0.676903926579,4,,low,0.516447961826,Employed,2.0
9083,176,sales,,0.982862748089,5,,low,0.499891982246,Employed,4.0
9084,128,finance,,0.442800360081,2,,low,0.455479501017,Left,3.0
9085,145,engineering,,0.894825671421,4,,medium,0.890501021991,Employed,3.0
9086,215,,,0.854239880069,4,,low,0.770329493403,Employed,2.0
9087,141,engineering,,0.521594868428,2,,medium,0.439081618008,Left,3.0
9088,156,engineering,,0.748154886755,5,,medium,0.238230547087,Employed,6.0
9089,143,sales,,0.628180286957,5,,medium,0.862725724197,Employed,3.0
9090,140,product,1.0,0.557848784089,4,,low,0.465588993659,Employed,2.0
9091,216,engineering,,0.525807643041,4,,low,0.650924755255,Employed,2.0
9092,176,engineering,,,4,,medium,0.554517871589,Employed,2.0
9093,257,sales,,0.919882723529,6,,low,0.121802782098,Left,4.0
9094,135,sales,,0.70170834876,3,,medium,0.757518742993,Employed,2.0
9095,271,marketing,,0.831606031961,3,,low,0.796861080347,Employed,3.0
9096,251,marketing,,0.902916910632,3,,high,0.132777762532,Employed,4.0
9097,201,sales,,0.936545040515,4,,medium,0.441923000835,Employed,8.0
9098,227,sales,,0.892890934042,5,,medium,0.81847181685,Left,6.0
9099,297,,,0.802782148621,6,,medium,0.0967580788682,Left,4.0
9100,208,product,,0.959651736698,3,,low,0.85654061995,Employed,2.0
9101,145,engineering,,,4,,medium,0.823526537364,Employed,3.0
9102,270,IT,,0.911895206162,5,,high,0.721988521274,Left,5.0
9103,173,sales,,0.754013127667,4,,medium,0.622466062107,Employed,2.0
9104,259,management,1.0,0.566619920215,3,1.0,high,0.942033601478,Employed,10.0
9105,272,finance,,0.78824558681,6,,low,0.11561395574,Left,4.0
9106,127,sales,1.0,0.953881009084,6,,medium,0.424630902932,Employed,3.0
9107,165,procurement,,0.900386773183,4,,medium,0.772819597183,Employed,3.0
9108,214,marketing,,0.891251945991,5,,low,0.639313012539,Employed,2.0
9109,143,sales,,0.735270271187,3,,medium,0.511181133833,Employed,4.0
9110,213,support,,0.635586136804,4,,medium,0.464869978441,Employed,3.0
9111,241,engineering,,0.571463138802,4,,low,0.661609978055,Employed,3.0
9112,179,information_technology,,,3,,medium,0.886683838249,Employed,2.0
9113,214,IT,1.0,0.676718955527,3,,low,0.953471098227,Employed,2.0
9114,144,,,0.500582878774,2,,low,0.339651227927,Left,3.0
9115,182,product,1.0,,3,,medium,0.466642598388,Employed,2.0
9116,181,engineering,,0.990300586713,3,,low,0.715829350555,Employed,4.0
9117,189,sales,,0.895740449447,3,,medium,0.759061766391,Employed,3.0
9118,148,finance,,0.807478390863,4,,medium,0.773423221007,Employed,8.0
9119,262,engineering,,0.991622265109,7,,low,0.0839557744037,Left,4.0
9120,271,product,1.0,0.633781337078,4,,high,0.623838873277,Employed,2.0
9121,270,engineering,,0.55058954322,4,,low,0.483618693918,Left,4.0
9122,172,sales,,0.511311751913,4,,medium,0.915091069918,Employed,4.0
9123,189,management,1.0,0.844502617393,3,,high,0.715648126395,Employed,3.0
9124,230,IT,,,3,,medium,0.908452119369,Employed,3.0
9125,220,marketing,,1.0,4,,medium,0.627343072311,Employed,10.0
9126,152,,,0.817617579686,4,,low,0.938317752713,Employed,3.0
9127,182,support,,0.572380841501,2,,medium,0.641002129531,Employed,2.0
9128,128,finance,,0.557625661243,2,,low,0.38680879089,Left,3.0
9129,259,IT,,0.456305745201,3,,medium,0.860767705498,Employed,6.0
9130,244,sales,,0.870662133661,5,,low,0.830123055659,Left,5.0
9131,172,support,1.0,0.706165304734,3,,low,0.862400093331,Employed,3.0
9132,239,IT,,0.834587966022,3,,low,0.577454670419,Employed,3.0
9133,218,finance,,0.425950194335,6,,low,0.255801047144,Left,4.0
9134,257,support,,0.78770878382,3,,low,0.630806080098,Employed,2.0
9135,258,engineering,,0.996280269084,3,,low,0.697322758935,Employed,3.0
9136,251,product,,0.558823453297,4,,medium,0.918818885217,Employed,4.0
9137,243,,,0.817426727374,6,,low,0.177101664443,Left,4.0
9138,114,engineering,,0.633821953052,4,,medium,0.336240243241,Employed,3.0
9139,251,support,,0.513649043294,4,,high,0.71933463356,Employed,4.0
9140,186,support,,0.868061472979,3,,low,0.759564636584,Employed,6.0
9141,139,support,,0.454855304863,2,,high,0.596625954512,Employed,3.0
9142,160,engineering,,0.547073664615,2,,low,0.490819619031,Left,3.0
9143,266,product,1.0,0.807366626204,4,,low,0.82994719327,Employed,3.0
9144,271,sales,,0.505450664797,3,,medium,0.825554389999,Employed,7.0
9145,151,sales,,0.538317336411,3,,medium,0.486130662007,Employed,3.0
9146,151,sales,,0.782995182984,4,,medium,1.0,Employed,3.0
9147,241,finance,,0.90933059925,5,,low,0.879075014101,Employed,3.0
9148,184,marketing,,0.62936286533,5,,medium,0.59178502375,Employed,4.0
9149,125,sales,,0.355511448378,5,,low,0.611583428244,Employed,4.0
9150,249,IT,,0.576778636354,4,,medium,0.631899007164,Employed,3.0
9151,103,engineering,,0.434515356403,3,,high,0.571730089507,Employed,2.0
9152,271,sales,,0.610406442495,5,,low,0.568973626971,Employed,2.0
9153,238,sales,,0.497634252255,5,,low,0.914226189734,Employed,2.0
9154,108,engineering,,0.692721148391,3,,low,0.416789991511,Employed,4.0
9155,233,engineering,,0.913356324276,4,,high,0.929262028445,Employed,4.0
9156,241,IT,,0.530298122016,4,,low,0.918133146472,Employed,5.0
9157,236,product,,0.643050080423,3,,medium,0.830520181574,Employed,2.0
9158,241,,,0.530812249464,3,,medium,0.659947366365,Employed,3.0
9159,274,finance,,0.927524988329,3,,low,0.619262140837,Employed,3.0
9160,184,management,,,4,,high,0.743817270908,Employed,3.0
9161,187,sales,1.0,0.346269995496,6,,high,0.291310608075,Employed,10.0
9162,143,sales,,0.584115468527,4,,low,0.916518506558,Employed,8.0
9163,261,sales,1.0,,4,,medium,0.894861450777,Employed,2.0
9164,129,marketing,,0.422228818574,2,,low,0.462792020214,Left,3.0
9165,170,IT,,0.949822864449,4,,medium,1.0,Employed,10.0
9166,171,support,,0.73374850318,5,,medium,0.538083073304,Employed,4.0
9167,277,marketing,,0.738670900151,5,,low,0.161679422425,Employed,4.0
9168,256,sales,,0.488238370256,5,,medium,0.538212670972,Employed,3.0
9169,166,engineering,1.0,0.946582495712,3,,low,0.524401701187,Employed,4.0
9170,166,sales,,1.0,3,,medium,0.734055708606,Employed,3.0
9171,282,sales,,0.925347426092,6,,low,0.0955480941439,Left,4.0
9172,113,sales,,0.620983151161,4,,medium,0.318385214301,Employed,6.0
9173,161,engineering,1.0,,4,,medium,0.57929439746,Employed,3.0
9174,242,engineering,,0.714823247037,3,,low,0.532076298479,Employed,3.0
9175,190,IT,1.0,0.654451530158,5,,medium,0.864821073665,Employed,4.0
9176,144,marketing,,0.510271270402,2,,medium,0.466753101635,Left,3.0
9177,258,IT,,0.816562576756,6,,low,0.0529387690204,Left,4.0
9178,285,management,,0.325885193836,4,,low,0.967158121339,Employed,3.0
9179,158,sales,,0.352673659109,5,,medium,0.279951364732,Employed,2.0
9180,172,procurement,,0.756126010123,3,,low,0.59966357577,Employed,2.0
9181,250,management,1.0,0.550394592814,5,1.0,medium,0.84476861746,Employed,2.0
9182,150,product,,0.551479698809,2,,low,0.403169372386,Left,3.0
9183,194,sales,,0.74047320766,4,,low,0.752572142462,Employed,2.0
9184,241,sales,,0.752903757249,4,,medium,0.739469328481,Employed,2.0
9185,139,engineering,,0.888794894544,4,,medium,0.657297504223,Employed,3.0
9186,137,support,,0.504403675061,2,,low,0.456616139534,Left,3.0
9187,108,temp,,,2,,low,,Employed,
9188,135,information_technology,,0.532317085091,5,,low,0.157969784009,Left,6.0
9189,256,procurement,,0.68537604174,5,,low,0.757397361742,Employed,3.0
9190,283,engineering,,0.437648654857,6,,low,0.934438436333,Employed,2.0
9191,267,support,,0.778974757118,3,,medium,0.701661151068,Employed,2.0
9192,161,sales,,0.668729483915,3,,low,0.927017731324,Employed,3.0
9193,274,product,,0.81943201696,6,,medium,0.452607456898,Employed,6.0
9194,218,sales,,,4,,low,0.903292027227,Employed,2.0
9195,264,engineering,1.0,,3,,low,0.948784909707,Employed,3.0
9196,159,sales,,,2,,medium,0.40284715313,Left,3.0
9197,263,,1.0,0.740776146989,5,,low,0.654681960588,Employed,3.0
9198,267,sales,,0.646074786238,3,,low,0.555031904209,Employed,2.0
9199,157,sales,,0.96769498783,2,,medium,0.972675755899,Employed,3.0
9200,210,IT,,0.46865101928,5,,medium,0.74414908027,Employed,3.0
9201,264,finance,,0.60542363035,5,,low,0.613792392633,Employed,5.0
9202,170,IT,,0.670190977978,4,,medium,0.774754552171,Employed,2.0
9203,270,sales,,0.932972645303,5,,low,0.898833608971,Left,5.0
9204,132,sales,,0.46158309356,2,,low,0.48052187935,Left,3.0
9205,240,finance,,0.885759739289,5,,medium,0.838680173855,Left,5.0
9206,184,marketing,,0.639865664542,5,,medium,0.504387866901,Employed,4.0
9207,139,temp,,,1,,medium,,Left,
9208,227,engineering,1.0,0.577199891798,4,,low,0.657096385168,Employed,4.0
9209,233,engineering,,0.740210289783,5,,high,0.938734451808,Employed,4.0
9210,215,information_technology,,0.55789485501,5,,low,0.99180825666,Employed,2.0
9211,177,sales,,0.931794056019,4,,medium,0.938017145374,Employed,3.0
9212,144,product,,0.908565202684,6,,low,0.250297670948,Employed,4.0
9213,224,sales,,0.914139557968,4,,medium,0.632551152774,Employed,2.0
9214,140,sales,,0.612417208332,4,,low,0.751001878753,Employed,2.0
9215,158,engineering,,0.458574493148,2,,low,0.486964069725,Left,3.0
9216,261,engineering,,0.937082173809,4,,medium,0.771733364105,Left,5.0
9217,270,sales,1.0,0.798381270096,5,,medium,0.980076539695,Employed,3.0
9218,262,sales,,0.941096962751,4,,medium,0.853974849838,Employed,3.0
9219,155,procurement,1.0,0.629123096966,3,,low,0.742910495096,Employed,4.0
9220,148,sales,,0.460929082077,2,,low,0.422419282445,Left,3.0
9221,134,engineering,,0.431818034257,2,,medium,0.34300121231,Left,3.0
9222,156,admin,,,5,,low,0.877398946704,Employed,2.0
9223,154,support,,0.483451477132,2,,low,0.422222530699,Left,3.0
9224,165,sales,,0.65919212083,5,,medium,0.615034786695,Employed,2.0
9225,152,sales,1.0,0.550664092719,2,,medium,0.406650174288,Left,3.0
9226,250,IT,,0.914876949964,4,,medium,0.805393909272,Left,5.0
9227,262,sales,,0.456689256386,3,,medium,0.270784639144,Employed,5.0
9228,160,product,1.0,0.728719276105,5,,high,0.848004431045,Employed,3.0
9229,254,engineering,,,3,,medium,0.951714036237,Employed,3.0
9230,256,procurement,,0.853262175894,6,,medium,0.336263678751,Employed,3.0
9231,251,engineering,,0.979966556078,4,,medium,0.853025414394,Left,5.0
9232,199,sales,,0.893420919741,2,,low,0.673858495656,Employed,2.0
9233,243,IT,,0.658350336062,3,,medium,0.527698390697,Employed,3.0
9234,254,IT,,0.754129475473,3,,medium,0.579096447222,Employed,2.0
9235,191,product,,,6,,medium,0.204013542555,Employed,2.0
9236,163,sales,,0.769945266291,4,,high,0.684646749227,Employed,3.0
9237,129,product,,0.558729540736,2,,low,0.410776150848,Left,3.0
9238,268,sales,,0.665921626314,3,,low,0.590874402183,Employed,3.0
9239,143,sales,,0.453558986965,2,,low,0.383294548142,Left,3.0
9240,130,sales,,0.454604412644,2,,low,0.361126384061,Left,3.0
9241,145,finance,,0.947308588941,5,,low,0.540461161435,Employed,3.0
9242,251,procurement,,0.680247123064,4,,low,0.837922500295,Employed,3.0
9243,256,support,,0.896686066126,5,,low,0.81208605196,Left,5.0
9244,143,support,1.0,,4,,high,0.62086110128,Employed,2.0
9245,97,management,,0.86116839658,4,,low,0.347455508981,Employed,6.0
9246,158,engineering,1.0,0.581899350099,4,,low,0.157621184465,Left,4.0
9247,240,sales,,0.923441138726,4,,medium,1.0,Employed,4.0
9248,206,sales,,0.642458105292,4,,medium,0.748001353027,Employed,3.0
9249,275,engineering,,0.749198498894,4,,medium,0.576896908857,Left,6.0
9250,278,sales,,,6,,medium,0.645417067328,Employed,3.0
9251,260,support,,0.89772256113,4,,medium,0.992005464013,Employed,3.0
9252,156,product,,0.409683629788,4,,high,0.442074612669,Employed,7.0
9253,149,support,,0.505196994285,2,,low,0.510686106162,Left,3.0
9254,151,procurement,,0.636791883571,5,,medium,0.969683910496,Employed,2.0
9255,140,IT,,0.603340628027,5,,low,0.467671014669,Employed,2.0
